time,class_name,file_path,sharpness,brightness,capture_type,save_mode,roi_x,roi_y,roi_size,saved_width,saved_height
2026-06-15 18:34:14,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0378.jpg,20.60,125.44,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:15,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0379.jpg,26.96,131.26,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:16,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0380.jpg,33.06,128.16,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:17,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0381.jpg,23.89,131.30,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:18,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0382.jpg,26.25,125.79,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:19,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0383.jpg,31.41,128.38,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:20,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0384.jpg,20.10,132.06,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:21,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0385.jpg,30.32,127.11,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:22,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0386.jpg,21.23,128.55,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:24,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0387.jpg,21.61,123.14,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:25,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0388.jpg,29.18,129.14,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:28,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0389.jpg,21.73,131.28,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:29,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0390.jpg,27.10,128.94,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:31,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0391.jpg,20.35,133.89,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:32,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0392.jpg,26.77,131.80,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:33,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0393.jpg,25.60,130.26,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:35,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0394.jpg,22.50,123.09,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:36,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0395.jpg,30.40,125.70,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:37,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0396.jpg,23.49,125.42,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:38,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0397.jpg,21.82,122.66,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:40,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0398.jpg,22.30,126.44,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:41,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0399.jpg,21.58,120.53,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:42,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0400.jpg,20.82,124.37,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:43,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0401.jpg,21.45,126.27,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:44,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0402.jpg,26.84,126.73,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:45,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0403.jpg,21.37,135.72,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:46,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0404.jpg,22.73,123.67,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:47,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0405.jpg,25.53,125.51,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:48,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0406.jpg,30.52,135.53,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:49,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0407.jpg,22.78,128.76,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:51,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0408.jpg,22.23,117.17,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:52,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0409.jpg,20.93,129.03,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:55,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0410.jpg,21.90,134.34,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:56,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0411.jpg,28.83,121.45,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:58,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0412.jpg,22.57,120.56,auto,roi_crop,350,65,558,558,558
2026-06-15 18:34:59,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0413.jpg,31.95,125.11,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:00,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0414.jpg,25.45,120.67,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:01,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0415.jpg,20.29,128.78,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:03,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0416.jpg,21.87,115.73,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:04,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0417.jpg,24.26,130.79,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:05,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0418.jpg,21.23,132.41,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:06,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0419.jpg,24.96,126.99,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:07,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0420.jpg,21.00,121.66,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:08,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0421.jpg,22.01,130.57,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:10,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0422.jpg,20.63,122.54,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:11,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0423.jpg,22.69,132.90,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:12,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0424.jpg,23.46,136.84,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:15,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0425.jpg,25.32,115.23,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:16,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0426.jpg,25.00,128.78,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:18,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0427.jpg,20.01,130.60,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:19,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0428.jpg,26.27,134.37,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:20,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0429.jpg,23.33,121.75,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:22,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0430.jpg,20.70,127.83,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:23,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0431.jpg,26.38,126.45,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:24,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0432.jpg,28.79,121.93,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:26,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0433.jpg,27.32,126.51,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:27,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0434.jpg,24.82,114.40,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:28,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0435.jpg,21.56,129.91,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:29,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0436.jpg,22.43,121.02,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:30,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0437.jpg,29.23,120.52,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:31,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0438.jpg,21.59,130.40,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:33,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0439.jpg,20.26,124.94,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:34,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0440.jpg,31.49,128.61,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:36,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0441.jpg,20.14,147.51,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:38,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0442.jpg,20.95,132.67,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:39,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0443.jpg,20.75,128.49,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:40,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0444.jpg,22.18,129.93,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:42,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0445.jpg,20.59,133.60,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:44,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0446.jpg,20.44,124.21,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:45,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0447.jpg,20.97,130.09,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:46,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0448.jpg,31.53,132.19,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:47,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0449.jpg,24.49,131.17,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:48,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0450.jpg,21.17,135.78,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:49,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0451.jpg,23.99,126.79,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:50,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0452.jpg,23.62,122.50,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:51,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0453.jpg,27.41,120.83,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:53,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0454.jpg,22.37,124.45,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:54,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0455.jpg,23.01,125.83,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:55,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0456.jpg,20.26,123.45,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:56,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0457.jpg,20.59,125.88,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:58,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0458.jpg,20.84,120.94,auto,roi_crop,350,65,558,558,558
2026-06-15 18:35:59,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0459.jpg,22.82,132.74,auto,roi_crop,350,65,558,558,558
2026-06-15 18:36:00,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0460.jpg,23.06,127.29,auto,roi_crop,350,65,558,558,558
2026-06-15 18:36:01,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0461.jpg,21.82,125.70,auto,roi_crop,350,65,558,558,558
2026-06-15 18:36:02,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0462.jpg,21.50,124.30,auto,roi_crop,350,65,558,558,558
2026-06-15 18:36:03,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0463.jpg,22.82,123.91,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:47,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0001.jpg,45.71,140.04,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:48,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0002.jpg,43.46,137.11,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:48,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0003.jpg,45.86,137.07,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:49,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0004.jpg,44.30,139.86,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:50,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0005.jpg,43.09,137.70,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:51,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0006.jpg,44.32,139.52,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:51,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0007.jpg,45.45,139.68,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:52,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0008.jpg,45.06,142.25,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:53,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0009.jpg,40.44,143.97,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:54,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0010.jpg,40.84,142.67,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:54,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0011.jpg,41.85,142.38,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:55,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0012.jpg,50.49,142.68,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:56,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0013.jpg,54.95,139.57,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:57,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0014.jpg,57.27,141.17,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:57,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0015.jpg,42.29,142.38,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:58,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0016.jpg,44.43,143.30,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:59,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0017.jpg,42.60,141.07,auto,roi_crop,350,65,558,558,558
2026-06-17 21:18:59,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0018.jpg,40.36,142.27,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:00,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0019.jpg,40.15,142.02,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:01,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0020.jpg,47.55,139.88,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:02,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0021.jpg,49.10,141.47,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:03,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0022.jpg,47.90,139.21,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:03,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0023.jpg,54.14,142.66,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:04,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0024.jpg,49.48,136.61,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:05,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0025.jpg,47.59,132.23,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:05,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0026.jpg,63.32,139.59,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:06,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0027.jpg,41.46,130.56,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:06,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0028.jpg,58.51,137.95,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:07,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0029.jpg,60.25,138.77,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:07,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0030.jpg,59.82,138.86,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:08,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0031.jpg,54.26,138.71,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:09,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0032.jpg,46.58,138.68,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:09,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0033.jpg,48.13,139.44,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:11,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0034.jpg,50.18,135.46,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:12,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0035.jpg,52.04,139.23,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:12,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0036.jpg,41.86,134.16,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:13,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0037.jpg,53.22,143.34,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:13,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0038.jpg,51.80,141.66,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:14,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0039.jpg,50.07,141.67,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:15,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0040.jpg,40.15,129.78,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:16,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0041.jpg,40.44,133.46,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:16,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0042.jpg,44.48,133.62,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:17,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0043.jpg,45.89,133.63,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:18,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0044.jpg,43.67,132.55,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:18,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0045.jpg,47.15,133.16,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:19,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0046.jpg,42.88,133.01,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:20,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0047.jpg,42.56,134.64,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:20,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0048.jpg,43.16,135.67,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:21,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0049.jpg,43.16,137.04,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:21,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0050.jpg,40.82,137.30,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:22,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0051.jpg,43.91,135.35,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:23,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0052.jpg,44.59,138.00,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:24,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0053.jpg,40.30,134.72,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:25,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0054.jpg,41.76,134.80,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:26,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0055.jpg,47.82,134.59,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:26,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0056.jpg,46.76,134.97,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:27,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0057.jpg,55.84,136.19,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:28,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0058.jpg,56.17,137.22,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:28,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0059.jpg,52.34,136.20,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:29,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0060.jpg,52.46,136.35,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:29,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0061.jpg,41.68,134.96,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:30,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0062.jpg,44.40,135.73,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:31,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0063.jpg,41.15,136.19,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:32,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0064.jpg,40.52,136.22,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:32,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0065.jpg,46.25,138.70,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:33,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0066.jpg,50.44,139.42,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:33,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0067.jpg,48.58,139.67,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:35,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0068.jpg,46.44,143.30,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:35,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0069.jpg,48.45,144.57,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:36,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0070.jpg,43.11,141.73,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:36,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0071.jpg,47.51,141.30,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:37,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0072.jpg,47.83,141.68,auto,roi_crop,350,65,558,558,558
2026-06-17 21:19:37,其他,D:\Garbage Classification\Garbage_Classification_Organized\dataset\其他\其他_0073.jpg,44.41,140.93,auto,roi_crop,350,65,558,558,558
